0.02,1.77,1.71,8.72,5.21,8.99,4.04,5.77,3.2
3.83,5.67,5.02,7.14,7.11,8.47,5.02,8.46,3.1
1.74,3.61,1.75,7.39,6.92,8.98,3.72,6.66,1.37
1.59,6.02,2.13,7.53,7.26,9.81,5.43,8.12,4.03
0.57,4.83,1.45,8.63,7.6,9.26,2.15,7.56,0.38
2.88,4.25,3.66,7.86,7.56,8.84,1.37,7.56,0.47
0.72,4.47,0.98,8.13,5.76,8.5,2.28,5.19,2.57
1.66,5.47,3.66,8.22,6.43,9.94,6.69,8.22,3.21
1.43,2.56,2.53,9.11,5.61,9.99,7.24,8.08,5.4
4.45,5.98,5.52,9.14,9.0,9.68,8.85,9.62,7.13
0.27,2.0,1.44,7.05,3.93,8.86,2.42,8.19,2.6
1.57,5.47,3.45,9.25,8.24,9.36,4.6,9.25,0.41
4.19,6.08,4.69,8.65,7.94,8.76,2.34,6.24,1.89
4.02,4.47,4.1,9.53,4.93,9.55,1.18,4.93,0.98
0.88,4.49,1.44,8.01,7.1,9.45,5.39,7.54,2.18
0.59,2.88,0.75,6.23,4.48,6.77,2.57,5.17,2.74
1.18,4.87,3.84,8.97,6.59,9.39,2.27,4.41,1.53
0.21,4.66,3.76,8.96,7.74,9.23,5.22,6.44,1.35
1.05,2.71,2.37,7.5,5.05,9.74,5.75,9.03,1.29
2.29,3.48,3.46,7.58,6.66,9.49,6.61,8.5,1.87
0.76,4.46,1.17,9.01,7.83,9.94,5.64,8.19,1.88
4.22,6.85,5.36,8.69,7.72,9.57,4.11,5.81,1.05
3.03,5.13,3.18,7.0,6.72,8.09,4.58,7.99,3.34
1.81,5.44,4.95,9.02,5.87,9.91,5.85,8.38,1.33
0.13,2.87,2.7,8.16,7.71,9.84,0.51,9.4,0.42
5.57,7.01,6.83,9.39,8.28,9.71,0.5,4.29,0.26
0.79,4.53,1.17,8.66,6.57,9.27,1.77,5.16,1.73
0.34,3.47,1.61,9.74,6.6,9.89,4.58,7.08,1.13
3.36,3.93,3.48,9.37,6.71,9.58,5.34,9.24,3.32
1.84,2.81,2.26,8.42,5.36,9.16,0.36,5.41,0.1
0.04,5.5,2.92,9.0,7.0,9.26,1.98,3.71,0.62
0.64,1.55,0.66,7.88,7.1,8.81,1.08,6.65,0.71
1.91,2.91,2.03,6.01,5.59,6.19,2.13,3.38,2.21
1.04,4.98,1.5,8.66,5.65,8.86,6.11,7.63,2.67
0.63,1.91,1.62,9.57,3.19,9.58,5.92,7.06,3.45
0.04,3.79,0.19,7.37,7.1,8.98,1.82,5.91,2.19
1.63,5.4,2.88,7.7,5.58,8.49,0.97,4.14,0.42
0.64,4.67,3.31,7.38,7.09,7.71,5.71,7.46,5.82
2.06,3.76,2.65,6.93,6.46,8.38,5.63,7.8,1.85
0.12,2.47,0.67,7.03,2.91,8.57,1.32,6.86,1.02
0.81,4.37,4.1,8.38,5.68,9.05,2.33,7.46,1.64
4.44,6.03,5.71,8.71,7.49,9.03,0.76,2.47,0.24
0.32,3.61,1.51,5.98,5.71,9.02,3.69,5.4,1.43
0.68,5.72,0.97,8.19,6.66,8.84,4.69,5.94,0.13
0.18,1.9,1.68,5.72,5.1,8.76,6.5,8.34,1.4
1.58,2.11,1.71,6.33,6.14,7.94,1.33,4.15,1.28
1.65,4.09,1.98,6.65,5.09,9.39,5.47,7.08,5.07
0.36,4.31,4.03,8.6,6.89,9.49,5.22,8.67,1.18
1.23,2.33,1.74,8.88,3.65,9.01,8.25,8.57,8.21
1.41,2.99,1.92,8.05,6.08,9.68,0.7,3.63,0.98
1.2,3.77,3.04,9.17,8.58,9.37,6.87,9.09,0.17
1.81,4.33,4.31,7.58,7.44,7.67,1.78,5.9,0.6
1.01,5.26,1.66,6.98,6.63,8.53,3.08,4.77,1.56
0.89,4.13,1.17,7.95,4.36,9.91,6.78,7.43,4.32
0.17,2.8,1.28,8.43,4.98,8.44,0.33,6.31,0.53
3.4,4.3,3.76,8.2,4.42,8.3,1.88,5.92,0.37
0.18,3.77,2.42,8.19,5.71,9.85,6.85,7.91,3.37
1.69,3.78,3.1,9.09,8.67,9.41,7.32,8.71,7.0
0.3,1.91,1.16,6.14,3.85,7.01,4.16,4.75,2.59
1.22,5.25,1.96,7.03,5.55,9.7,6.63,8.51,1.88
1.66,6.5,2.56,8.34,7.11,9.15,2.3,9.09,2.97
1.79,4.29,4.22,7.76,6.26,9.41,3.01,8.65,1.61
0.7,1.99,1.89,8.5,4.62,9.17,3.58,5.67,3.73
0.91,3.77,3.62,7.6,5.01,8.93,0.32,7.6,0.44
0.43,2.63,1.75,6.99,5.98,8.3,4.45,6.34,4.33
4.57,5.95,4.83,9.23,7.19,9.84,2.4,8.71,2.02
0.87,4.79,2.48,9.76,9.18,9.93,1.1,8.25,0.66
2.68,6.13,4.38,9.33,7.86,9.79,2.14,8.55,1.69
2.42,6.08,3.07,7.78,7.59,9.9,1.86,9.67,2.2
0.6,5.01,2.22,7.99,5.82,9.44,6.61,8.85,2.51
0.48,4.41,1.15,9.72,5.29,9.83,7.08,9.03,5.88
1.35,5.1,3.92,8.18,7.59,9.85,6.04,8.0,4.44
1.28,5.29,2.52,8.27,7.79,9.21,7.26,8.98,3.0
0.1,4.96,1.05,8.46,7.41,9.17,4.18,6.56,1.08
0.34,1.79,0.88,6.09,5.49,9.58,4.38,8.1,0.81
1.47,4.59,1.52,8.57,5.28,8.64,1.16,4.18,0.14
1.63,5.0,2.93,7.88,7.29,9.29,4.83,6.37,4.12
1.68,7.32,3.24,9.74,7.71,9.89,5.72,9.53,0.86
3.9,5.81,4.05,8.32,7.43,8.57,1.66,4.33,0.49
0.42,4.51,3.23,8.3,4.99,9.67,6.56,9.62,4.2
1.48,4.62,3.66,7.7,5.86,9.34,6.36,8.94,5.55
0.99,5.37,2.78,7.83,5.6,9.14,5.03,7.46,4.33
2.84,4.32,3.84,8.05,7.78,9.69,3.59,5.0,2.33
1.2,3.48,2.05,9.39,7.05,9.79,4.89,7.12,3.58
3.19,6.0,5.32,8.53,7.59,9.06,3.66,7.88,0.16
0.21,6.43,0.42,7.1,6.65,8.24,2.48,7.4,0.56
0.58,5.54,2.14,9.11,8.93,9.82,5.01,8.22,1.06
5.43,7.9,5.81,9.08,8.73,9.86,5.42,8.46,4.03
0.95,4.67,1.83,8.54,4.83,9.43,2.42,6.07,0.65
0.77,5.62,3.35,8.51,7.96,9.54,6.43,7.29,5.78
2.1,5.75,3.51,8.1,7.77,9.86,4.73,9.82,2.09
0.23,1.17,0.42,9.01,5.29,9.55,5.35,7.05,3.58
1.77,5.01,2.95,8.02,5.37,9.29,6.13,9.04,1.15
4.37,5.66,5.61,8.24,6.28,8.26,2.63,3.81,2.08
2.49,4.37,4.32,9.21,8.1,9.52,2.25,4.95,2.17
0.26,2.39,2.01,7.38,6.89,8.15,1.59,7.45,0.92
1.17,4.22,3.89,9.08,7.17,9.29,2.58,8.65,0.97
0.82,2.6,1.68,9.31,8.0,9.81,7.24,8.16,4.28
0.58,3.24,1.54,8.77,7.53,9.49,2.86,7.42,1.1
0.23,3.28,1.38,6.18,5.17,9.52,5.55,9.05,0.36
1.11,3.75,3.31,7.9,6.27,9.08,2.1,3.52,1.73
8.17,8.73,8.71,9.7,9.25,9.96,3.05,9.32,0.25
2.77,7.53,2.93,8.83,8.72,9.31,6.45,8.3,3.85
2.23,6.23,3.73,7.79,6.87,9.17,0.28,4.74,0.22
2.38,5.83,3.95,8.7,6.19,9.72,6.36,8.35,2.27
0.65,2.63,1.95,7.61,6.65,8.19,5.27,7.21,1.34
1.01,2.54,1.63,8.49,5.63,9.21,1.61,8.26,0.09
0.68,6.02,2.17,8.99,7.28,9.48,4.26,6.59,3.46
0.4,1.43,1.27,8.17,7.04,9.4,3.03,4.51,1.39
2.35,3.88,3.34,7.31,3.93,7.79,3.65,6.97,1.63
0.76,5.11,1.82,8.21,6.21,8.47,2.13,6.1,2.49
3.38,4.67,4.38,7.75,6.33,9.62,1.91,6.23,0.09
0.53,5.54,1.38,7.83,6.34,7.94,4.58,5.52,2.5
0.8,4.42,2.87,7.37,5.51,9.54,5.03,6.76,3.57
4.07,4.91,4.64,8.23,6.71,9.31,6.81,8.37,2.35
2.38,5.3,2.89,9.66,9.23,9.89,4.0,7.2,1.31
2.63,6.57,2.81,8.33,7.66,9.66,3.34,7.16,0.08
0.54,2.04,0.73,7.7,4.6,9.78,3.71,7.36,0.46
3.38,3.95,3.87,9.23,8.15,9.28,7.17,7.75,6.72
4.84,5.72,5.01,8.91,7.21,9.16,5.79,7.98,1.71
0.47,2.64,1.41,8.43,6.8,9.05,2.98,4.69,3.05
0.89,4.65,4.33,8.39,6.35,8.77,3.9,8.11,0.63
2.3,5.47,2.92,6.83,5.74,9.16,6.22,8.18,5.36
0.29,3.62,3.45,9.0,7.88,9.89,7.35,8.31,5.29
0.4,3.93,1.9,6.4,5.74,7.79,2.83,7.53,3.22
1.3,4.6,3.05,8.42,7.16,9.9,7.6,9.25,3.45
1.87,5.21,2.86,6.9,5.8,9.47,8.43,8.65,8.02
0.21,3.81,1.1,8.53,5.78,9.32,4.8,8.74,0.28
3.24,6.65,4.75,8.27,7.99,8.35,4.42,6.63,0.3
0.14,2.27,1.16,9.04,7.15,9.25,4.49,6.09,3.63
1.45,4.13,2.86,8.47,6.79,9.57,4.32,6.8,1.86
1.22,5.4,3.41,7.67,6.66,8.03,1.04,3.05,0.56
1.3,3.33,3.07,5.88,3.41,6.18,0.99,3.38,0.64
3.0,6.33,4.72,8.57,6.51,9.3,3.82,8.01,1.9
0.81,2.56,2.38,6.71,5.24,9.14,7.59,8.84,6.54
1.93,4.44,2.67,9.13,6.33,9.93,7.3,8.48,6.86
1.3,3.03,2.81,7.87,5.44,8.86,4.41,6.93,3.04
1.43,6.08,1.48,7.52,7.3,8.96,3.24,6.32,2.51
1.71,4.83,3.15,7.46,6.42,8.67,6.26,7.84,2.07
1.39,2.17,1.85,7.75,5.26,8.71,5.63,8.57,1.29
0.36,4.06,2.36,7.72,7.56,9.04,5.47,6.56,4.1
2.47,4.51,2.61,9.03,8.81,9.99,3.33,5.54,0.72
2.02,4.97,4.54,8.59,6.88,9.94,7.04,9.22,1.13
0.93,1.9,1.68,6.01,5.35,8.57,2.82,4.43,0.14
3.9,5.45,4.02,8.77,7.7,9.49,6.87,8.4,4.38
0.8,4.24,2.85,8.63,4.54,8.73,2.34,8.33,2.49
3.17,4.73,4.3,9.31,8.66,9.73,4.87,7.24,1.29
2.2,3.55,2.52,6.8,5.86,8.69,2.19,3.54,0.67
0.54,3.45,2.84,8.25,3.82,8.4,5.68,8.01,4.2
1.86,5.09,3.41,8.57,5.15,9.73,4.51,8.22,0.43
1.74,3.31,2.9,9.56,4.79,9.64,5.89,8.25,1.29
2.41,3.96,3.16,7.46,5.45,9.69,2.75,4.44,2.48
2.34,5.63,2.62,8.82,5.71,9.14,0.36,3.6,0.21
2.04,2.71,2.35,6.34,5.48,8.54,5.04,7.65,4.25
0.33,7.37,0.64,9.54,8.64,9.72,3.26,4.87,2.28
1.89,4.41,2.86,6.37,4.72,8.2,3.73,7.28,2.9
0.9,1.93,1.86,8.18,4.62,8.42,0.9,5.35,0.78
2.99,6.45,5.26,8.9,6.81,9.37,3.81,8.01,3.61
2.29,2.74,2.67,6.88,6.14,9.47,1.47,6.52,1.91
4.02,6.12,4.97,8.02,7.45,8.89,6.43,6.94,5.57
0.3,3.31,1.31,7.35,6.22,9.19,3.12,6.45,0.65
3.19,4.55,3.83,8.97,7.82,9.18,0.97,7.69,1.19
4.31,5.38,4.74,9.82,6.37,9.93,2.93,9.51,1.76
0.3,1.02,0.34,8.83,6.08,8.93,3.54,7.11,2.45
1.0,2.93,1.9,5.79,5.59,9.31,3.27,9.12,3.8
0.96,1.05,0.98,4.89,4.68,8.38,6.05,6.7,5.34
1.27,4.21,3.62,8.5,7.14,8.53,2.76,7.05,1.17
0.45,5.78,1.61,8.92,6.49,9.38,2.58,8.51,2.12
0.77,3.17,1.26,4.25,3.22,5.66,3.98,5.32,0.14
2.91,6.22,4.22,7.78,6.99,9.15,4.21,6.26,2.56
0.75,4.63,1.77,8.8,5.11,9.97,7.27,8.94,2.63
0.09,1.53,0.68,6.01,4.3,9.16,4.15,5.65,0.71
2.79,4.93,3.94,6.31,5.07,7.09,5.02,6.88,0.43
2.58,3.52,2.63,6.01,5.47,6.02,0.99,3.4,0.24
0.16,1.5,1.13,9.07,8.85,9.52,3.79,7.34,0.9
2.94,7.88,3.64,8.84,8.74,9.19,1.36,3.96,1.09
3.64,4.95,3.94,6.66,5.76,7.92,2.71,5.27,2.26
0.38,5.19,1.05,7.01,6.97,8.68,4.38,5.76,1.54
1.52,3.21,3.1,6.41,6.26,9.43,1.91,7.79,0.1
2.26,6.26,2.88,8.16,7.21,8.65,3.48,4.86,0.09
4.11,5.87,5.47,8.81,7.4,9.65,3.05,5.54,2.14
0.89,2.29,2.01,7.69,6.55,8.36,3.07,7.87,1.92
3.75,7.23,3.94,7.58,7.24,9.85,5.49,9.77,0.81
2.97,3.41,3.22,6.61,5.17,7.22,0.54,6.63,0.65
2.26,3.43,2.31,6.87,5.88,8.69,6.63,8.38,3.89
0.24,5.93,1.15,9.35,8.4,9.54,6.05,8.66,2.54
0.27,4.3,0.59,5.87,5.58,9.22,1.76,4.47,0.96
0.69,2.9,2.05,8.78,3.6,9.94,7.24,9.45,2.14
1.45,4.34,2.14,8.43,7.64,8.9,3.49,7.23,0.36
1.84,5.23,4.63,9.91,7.19,9.92,3.1,9.44,0.11
2.53,6.58,3.54,8.74,7.97,9.98,5.4,7.28,2.43
0.34,2.53,0.95,7.65,5.15,7.83,4.85,6.56,1.03
0.32,4.15,2.75,8.13,4.82,9.42,5.39,7.27,5.23
2.48,4.66,3.34,6.44,5.35,8.15,5.05,6.06,3.42
3.35,5.07,3.62,7.96,7.91,8.87,2.61,7.85,1.25
1.17,3.17,1.86,7.49,7.27,8.39,3.54,8.22,0.55
0.33,2.98,1.41,6.95,3.25,7.1,5.19,6.73,0.18
0.94,4.42,1.97,8.04,5.75,8.7,5.44,7.19,0.67
3.51,5.61,3.9,9.46,7.0,9.76,1.45,3.42,0.88
3.24,5.22,3.35,8.26,6.62,9.39,5.0,6.4,1.13
0.5,2.34,2.07,5.38,3.68,6.52,1.22,5.38,0.27
2.02,5.98,3.58,8.35,7.36,9.72,4.03,9.1,4.53
3.55,4.81,4.54,9.9,7.16,9.98,5.82,9.35,2.05
1.42,3.05,1.68,8.06,4.62,8.16,3.71,5.46,1.08
0.08,2.03,0.98,5.46,2.89,6.78,4.95,5.65,2.32
0.48,1.63,0.86,6.85,4.41,9.12,2.6,8.03,2.3
0.21,3.79,2.97,6.89,5.45,8.19,4.76,6.88,1.21
5.22,5.78,5.66,6.92,6.73,7.71,4.04,6.33,0.19
2.52,3.47,3.32,7.92,5.57,8.52,5.22,6.38,2.64
1.33,8.33,2.18,9.3,9.2,9.86,5.7,8.4,3.73
0.11,3.1,1.56,5.71,5.03,8.66,2.98,5.53,2.49
0.85,1.84,1.09,5.8,2.2,6.17,3.26,4.89,2.19
5.04,6.7,5.25,8.1,7.89,9.83,0.55,4.16,0.78
0.46,0.76,0.7,9.08,3.01,9.1,6.37,9.02,3.07
1.89,4.08,2.58,7.42,5.38,8.98,5.95,8.64,3.56
1.3,3.81,2.41,8.27,6.63,9.14,3.99,7.13,4.09
2.46,6.24,3.13,9.31,7.9,9.84,1.36,4.95,0.04
2.05,4.4,2.84,7.1,5.2,9.22,5.24,8.9,4.77
0.48,6.21,0.66,7.05,6.59,9.67,1.63,8.9,1.85
0.26,2.76,1.29,7.99,4.16,8.0,4.24,7.12,3.28
1.03,3.2,2.64,9.43,8.6,9.93,1.2,9.92,0.03
0.01,5.62,0.83,7.53,6.8,8.21,3.11,5.64,1.48
0.45,2.57,1.82,8.27,5.95,8.91,3.33,7.02,3.21
0.36,3.66,1.14,6.39,6.31,7.6,1.13,3.3,0.62
0.8,2.89,1.24,8.55,3.27,8.58,4.38,7.15,0.27
0.09,4.41,0.24,5.83,4.45,6.68,1.88,6.62,0.48
1.82,4.19,3.67,7.13,7.03,9.74,8.72,9.6,5.31
3.45,7.22,3.99,9.36,8.27,9.55,2.4,4.21,1.27
0.13,2.86,1.14,8.21,6.41,9.98,6.39,7.71,5.51
0.34,4.89,3.94,9.12,6.34,9.38,4.61,6.45,3.03
1.07,1.95,1.52,9.21,5.8,9.74,0.43,3.61,0.03
1.68,2.18,2.03,9.05,4.82,9.58,4.05,9.06,3.88
0.61,1.93,0.83,6.82,6.6,8.14,2.07,5.87,1.64
1.68,3.06,2.05,9.12,7.18,9.25,4.71,6.32,2.0
0.09,2.41,1.13,4.93,3.69,5.72,0.97,5.6,0.46
0.4,5.73,1.39,7.2,6.53,9.85,5.37,8.61,2.3
1.98,7.11,3.75,9.48,8.72,10.0,5.67,8.76,0.71
4.33,6.19,4.83,8.03,6.83,8.37,4.33,5.73,3.3
1.41,2.52,1.72,8.22,3.17,9.32,0.47,4.78,0.25
1.82,3.84,2.18,8.03,7.12,9.27,3.85,6.52,0.41
0.44,1.69,0.51,6.63,3.81,8.58,1.33,4.04,1.28
1.82,3.51,2.88,6.14,3.59,6.7,4.05,4.63,2.01
1.72,4.92,3.76,8.38,5.47,9.69,1.85,7.58,0.83
1.05,3.87,1.52,7.0,6.65,9.92,0.35,5.61,0.17
0.86,2.11,1.46,7.3,2.86,8.34,2.74,7.24,1.76
1.75,4.93,2.52,7.51,5.75,9.12,3.99,5.95,3.72
2.0,5.43,5.29,8.85,8.77,9.47,0.28,8.13,0.16
0.2,3.64,1.12,8.25,4.66,9.17,8.02,8.42,7.38
0.97,5.41,2.62,7.88,7.87,8.98,0.74,4.81,0.79
2.64,5.87,4.09,9.0,7.61,9.22,3.41,6.27,1.66
0.89,4.29,1.52,7.95,6.65,8.68,3.49,5.52,2.89
4.42,5.88,4.67,7.43,6.41,7.67,5.66,6.29,3.68
0.97,6.64,1.54,9.17,8.42,9.31,6.25,7.28,3.89
0.39,5.92,2.74,9.38,6.2,9.57,6.07,8.55,5.79
5.17,6.16,5.37,8.54,6.86,9.93,5.28,9.52,5.5
1.6,3.01,1.87,7.81,4.51,9.41,3.9,6.15,0.45
0.97,6.1,1.6,8.87,7.39,9.96,5.1,8.09,3.12
0.95,4.76,2.94,7.13,6.57,8.76,5.06,8.14,5.11
1.22,2.39,2.36,7.77,3.93,9.28,7.34,8.77,6.72
0.05,8.2,0.56,9.05,8.29,9.06,2.81,5.71,1.95
0.85,3.49,1.96,8.04,4.84,8.73,4.36,5.81,1.39
0.31,2.32,0.39,6.67,5.49,8.81,5.09,8.32,4.21
0.1,0.72,0.62,8.22,3.78,9.34,1.66,6.02,1.31
0.29,4.56,0.97,6.23,5.85,8.85,4.53,8.16,2.89
1.83,3.55,3.24,6.25,4.86,7.13,0.92,5.59,0.19
0.29,3.11,3.0,7.89,5.64,7.9,3.25,7.61,3.64
0.67,5.06,1.38,8.2,5.55,9.0,0.69,7.54,0.63
1.25,3.29,2.84,7.14,5.87,7.47,0.07,3.7,0.02
0.26,5.67,2.25,9.44,6.24,9.63,7.28,9.3,3.57
4.17,5.44,4.91,9.78,8.03,9.96,0.78,8.16,0.43
0.28,3.86,1.23,6.98,4.69,9.67,6.61,8.12,5.38
0.2,4.8,1.61,6.24,6.17,9.91,2.67,5.33,2.14
1.03,2.23,1.72,8.55,4.17,8.59,3.5,6.18,2.35
1.13,6.76,1.83,9.05,8.66,9.95,7.94,9.27,7.04
0.13,1.31,1.05,6.69,6.33,9.76,5.09,6.78,4.26
2.2,5.5,2.8,8.29,6.05,8.64,2.52,8.58,1.71
0.33,6.01,1.01,7.75,7.21,7.84,2.25,6.55,2.52
0.71,5.39,1.6,8.36,6.33,9.76,1.01,8.39,1.07
1.7,4.28,3.62,6.38,6.27,8.25,4.59,5.67,1.98
1.08,3.52,3.29,6.93,6.62,8.75,1.53,3.53,0.33
0.54,4.59,2.38,9.41,6.48,9.95,2.81,6.96,1.63
0.59,2.9,1.86,9.62,4.11,9.69,1.6,9.3,1.84
2.08,3.54,2.73,8.88,5.9,9.4,1.02,5.92,0.76
1.4,7.63,1.99,8.23,8.04,9.69,4.53,6.27,0.57
1.39,6.14,3.7,8.61,6.67,9.47,7.7,8.84,7.56
2.66,5.23,2.84,6.55,5.53,9.23,4.17,6.94,1.03
2.11,4.38,3.79,6.98,6.0,7.93,2.05,7.02,1.73
